debate,speaker,text
dem_primary_debate_2_19_20,SANDERS,"Well, we got it all up there on the internet. It's a payroll tax -- a payroll tax... [crosstalk] "
dem_primary_debate_2_19_20,BUTTIGIEG,"Well, no, but even after the payroll tax, you still have a hole. [crosstalk] "
dem_primary_debate_2_19_20,SANDERS,"Because we have a wealth tax. Elizabeth has a good one. Ours is a little bit tougher on Mr. Bloomberg than hers. We're going to raise it in a progressive way, which deals with income and wealth inequality, and makes certain, finally, that health care in this country is a human right, not a privilege. "
dem_primary_debate_2_19_20,KLOBUCHAR,Could I... 
dem_primary_debate_2_19_20,TODD,"Forty-five seconds. Senator Warren, I'm just going to close it out here. You went out of your way -- you went out of your way to call yourself a capitalist, to separate yourself... "
dem_primary_debate_2_19_20,WARREN,"Yes, because I am. "
dem_primary_debate_2_19_20,TODD,... from him. Why? 
dem_primary_debate_2_19_20,WARREN,"Yes, because I am. Look, Democrats want to beat Donald Trump, but they are worried. They are worried about gambling on a narrow vision that doesn't address the fears of millions of Americans across this country who see real problems and want real change. They are worried about gambling on a revolution that won't bring along a majority of this country. Amy and Joe's hearts are in the right place, but we can't be so eager to be liked by Mitch McConnell that we forget how to fight the Republicans. [crosstalk] "
dem_primary_debate_2_19_20,WARREN,Mayor Buttigieg has been taking money from big donors and changing his positions. 
dem_primary_debate_2_19_20,BUTTIGIEG,That's just not true. 
dem_primary_debate_2_19_20,WARREN,"So it makes it unclear what it is he stands for, other than his own... [crosstalk] "
dem_primary_debate_2_19_20,TODD,"Senator, thank you. Senator Klobuchar, go ahead. You've got -- Senator Klobuchar -- Senator Klobuchar, go ahead, you've got the floor for 45. Go. "
dem_primary_debate_2_19_20,KLOBUCHAR,"Thank you. Number one, I have repeatedly said that we have to win big. And the way we win big is winning states like Nevada, but also winning the Senate races in Arizona and in Colorado and beyond. [applause] And the reason we want to do that is to send Mitch McConnell packing. And I think, when you look at my history, I am the one that has done that. I am the one that can lead this ticket. And just because I am willing to talk about common ground, that's where America is. It is not with Mitch McConnell, who has 400 bills on his desk that should pass if we get rid of him. It is because I am willing to work... "
dem_primary_debate_2_19_20,HOLT,OK. 
dem_primary_debate_2_19_20,WARREN,May I respond? 
dem_primary_debate_2_19_20,KLOBUCHAR,"... with people and find common ground, and that's what we want in a president, Elizabeth. [crosstalk] "
dem_primary_debate_2_19_20,KLOBUCHAR,We don't want someone that looks at just plans. The difference between... 
dem_primary_debate_2_19_20,HOLT,"Senator, thank you. We need to take another break here. We'll return to the Paris Las Vegas in just a moment. [commercial break] "
dem_primary_debate_2_19_20,HOLT,"Welcome back to Las Vegas and the Democratic presidential debate. To kick off our next round of questioning, here's Hallie. "
dem_primary_debate_2_19_20,JACKSON,"Mayor Buttigieg, to you. In 2018, Mayor Bloomberg was the biggest outside spender helping Democrats running for Congress. He's also donated billions toward causes like climate change, gun safety, education. If his money wasn't a problem then, why is it a problem now? "
dem_primary_debate_2_19_20,BUTTIGIEG,"Oh, I think he should absolutely be doing everything in his power to defeat Donald Trump. I just don't think that has to result in him becoming the president of the United States. Look, our party has values. We were built around values like making sure we protect working people. But Mayor Bloomberg opposed raising the minimum wage. Our party has a tradition that includes excellent presidents like Barack Obama, who Mayor Bloomberg opposed. At the end of the day, it's not just about how much money you've got. It's what you stand for. And we are living in a moment when Americans are so deeply frustrated with the way that both Wall Street and Washington seem to have overlooked our lives. The view from the porch of my one house in Indiana...[laughter]...is that they can't even see us sometimes. And if we're going into the election of our lives against a president who rose to power by cynically exploiting the frustration of ordinary Americans feeling like leaders weren't speaking to them, then I think that turning to someone like Mayor Bloomberg, who thinks he can buy this election, is no better a way to succeed than turning to somebody like Senator Sanders who wants to burn the house down. "
dem_primary_debate_2_19_20,JACKSON,Mr. Vice President? 
dem_primary_debate_2_19_20,BIDEN,"You know, if you excuse a point of personal privilege, they used to say, it was said that I was in the pocket of Mitch McConnell. I'm the only person on this stage that's beaten Mitch McConnell on four major, major cases. Let me finish. [applause] Let me finish. And Mitch McConnell -- I've been the object of his affection and the president's affection, the way he's gone after me, this new Republican party, after me, after my son, after my family. I don't need to be told I'm a friend of Mitch McConnell's. Mitch McConnell has been the biggest pain in my neck in a long, long time. And so that's number one. Number two, we have to have somebody who understands what it's like for ordinary people. Ordinary people come up. They have to understand, like my dad made that longest walk up a short flight of stairs and said, ""I don't have a job, honey, we have to move. You've got to move with Grandpa."" How long it took to buy a house, how long it took to get back in the game again. They have to understand the needs of ordinary people. And they are getting killed, no matter what people say about this economy, how good it is. And the good part of the economy, this -- it's only 60 seconds. It's not up yet. And the fact is that we are in a situation where you have, Mayor, the -- excuse me, the president making clear that he doesn't want any part of me being his opponent. He's spending $125,000 this week to keep me from being the opponent. I wonder why. [applause] "
